BSA
1.146157554
1.249884255
1.2582161
1.26601246
1.27896688
1.280750242
1.284901793
1.289826694
1.299620507
1.301083221
1.302349577
1.308372259
1.333570188
1.346015819
1.346015819
1.352219123
1.356899715
1.359233967
1.372232402
1.388108359
1.392868634
1.419917152
1.423636215
1.438589086
1.444881139
1.455199976
1.460852948
1.485385114
1.49686529
1.498558577
1.5125397
1.520816656
1.531037815
1.540697456
1.553728401
1.588833028
1.603608754
1.61070964
1.612126064
1.623647274
1.623647274
1.644521324
1.649218096
1.654134587
1.664219646
1.711029905
1.712215239
1.764946994
1.787576817
1.802707186
1.850317794
1.86056894
1.936312361
1.958192291
