Model,MAE,RMSE,MSE,R2,Predicted Number
Model1,45.170345306396484,53.09552721054406,2819.135009765625,-2.29289174079895,13
Model2,25.562667846679688,30.05255711191385,903.1561889648438,-0.11410903930664062,55
Model3,0.2548430581428645,0.2927313847952918,0.0856916636441692,-0.03603348252277061,52
Model4,0.2568518425681173,0.29548733337631994,0.08731276418584845,-0.055632990436277785,83
Model5,0.2556045880031895,0.293089261484903,0.08590131519776584,-0.038568221842233186,99
