Model,MAE,RMSE,MSE,R2,Predicted Number
Model1,41.151641845703125,49.20783361083756,2421.410888671875,-2.197418212890625,12
Model2,27.344797134399414,32.2314911003926,1038.8690185546875,-0.2346665859222412,56
Model3,0.2586832296769435,0.29595287437442364,0.08758810385048338,-0.020244872223612154,56
Model4,0.2633116015763486,0.30053152432177943,0.09031919711117231,-0.05205722769529619,07
Model5,0.25672050001255264,0.29504317981764516,0.08705047795690729,-0.0139824914095239,52
